담당채널,지사,계약번호,서비스번호,상호,구역,설치주소,"활동유무(o,x)",세부 활동내역,시,군구,읍면동,"위치좌표(위도,경도)",상태,세부 활동내역.1,최종수정자,최종수정일시
SP,서대문,51302965.0,61607351.0,한국공인회계사회,G000204,서울 서대문구 충정로2가 185-10 1층,,,서울,서대문구,,"37.563715423753,126.96391057429",,,,
SP,서대문,51175174.0,61425371.0,서대문형무소-CCTV(전체부지),G000204,서울 서대문구 현저동 101 서대문형무소역사관,,,서울,서대문구,현저동,"37.5744817235807,126.956039075033",,,,
SP,서대문,51894037.0,62847705.0,현대교통(OCT),G000201,서울 서대문구 홍은동 405-1 전층,,,서울,서대문구,홍은동,"37.5780885287126,126.929830300067",,,,
SP,서대문,50058275.0,60072082.0,구립서대문노인요양센터,G000201,서울 서대문구 홍은동 4번지 전층,,,서울,서대문구,홍은동,"37.5980752441899,126.956123714675",,,,
SP,서대문,51528065.0,62069090.0,오아시스-반포점(GiGAeyes guard),H000105,서울 서초구 반포동 32-2번지 동화반포프라자 지하1층1호,,,서울,서초구,반포동,"37.5022530465572,127.011987520765",,,,
SP,서대문,51533169.0,62079484.0,구산탑정형외과의원(GiGAeyes guard),G000201,서울 은평구 역촌동 1-1번지 501호,,,서울,은평구,역촌동,"37.6108508522187,126.91746706316",,,,
SP,서대문,51871517.0,62799268.0,응암샛별어린이집(GiGAeyes guard),G000201,서울 은평구 응암동 769 녹번역e편한세상캐슬 124동앞,활동중,,서울,은평구,응암동,"37.5992189656793,126.930904468222",활동중,,서대문-G000201,2026-08-20 17:03:15
SP,서대문,51093642.0,61315440.0,로뎀글로리채플홀,G000201,서울 종로구 평창동 ,,,서울,종로구,평창동,"37.6063916960375,126.968357810931",,,,
SP,서대문,51479933.0,61967536.0,인크루트(GiGAeyes guard),G000204,서울 중구 중림동 128-104 345층,활동중,"2년 25%재계약 제안, 진행중",서울,중구,중림동,"37.5576907014553,126.968540711435",활동중,,관리자,2026-08-14 13:50:52
SP,남양주,50694094.0,60837791.0,갈매사회복지관(OCT),G000603,경기 구리시 갈매동 67  LH1단지 101동 1층,,,경기,구리시,갈매동,"37.6320515834268,127.121106374803",,,,
SP,남양주,52140525.0,63305528.0,블리스에버뉴,G000603,경기 구리시 교문동 733-2 1층 (교문동 성신빌딩),,,경기,구리시,교문동,"37.5976933816429,127.135617278019",,,,
SP,남양주,51304549.0,61609780.0,구리시발달장애인평생교육센타,G000603,경기 구리시 교문동 754-7,,,경기,구리시,교문동,"37.5936850534636,127.131880395718",,,,
SP,남양주,51681541.0,62398107.0,호박나이트(GiGAeyes guard),G000603,경기 구리시 수택동 424-21 지1층,,,경기,구리시,수택동,"37.5978729580335,127.142790520162",,,,
SP,남양주,51735710.0,62507294.0,고구려대장간마을(GiGAeyes guard),G000603,경기 구리시 아천동 316-41,,,경기,구리시,아천동,"37.5617197370336,127.111561144015",,,,
SP,남양주,51478762.0,61965040.0,동구동행정복지센타(GiGAeyes guard),G000603,경기 구리시 인창동 430 구리유통종합상가 별관1층(인창동),,,경기,구리시,인창동,"37.6127239272919,127.140872424211",,,,
SP,남양주,51531450.0,62075793.0,구리시반려동물지원센타(GiGAeyes guard),G000603,경기 구리시 인창동 430번지 축산동 2층,,,경기,구리시,인창동,"37.6127239272919,127.140872424211",,,,
SP,남양주,51312636.0,61625609.0,인창문화센터,G000603,경기 구리시 인창동 527-37 인창문화센터,,,경기,구리시,인창동,"37.6065366766855,127.133093912903",,,,
SP,남양주,51172479.0,61421317.0,인창도서관-지하다목적실,G000603,경기 구리시 인창동 674-4,,,경기,구리시,인창동,"37.6050922026873,127.145760555772",,,,
SP,남양주,51312055.0,61624479.0,구리시양묘장(GiGAeyes guard),G000603,경기 구리시 토평동 431-5번지 or 431-3,,,경기,구리시,토평동,"37.5830770078662,127.150444917356",,,,
SP,남양주,51174143.0,61423767.0,토평빗물펌프장_전면건물,G000603,경기 구리시 토평동 480-3,,,경기,구리시,토평동,"37.5772472933658,127.144767667713",,,,
SP,남양주,51169952.0,61417565.0,토평도서관,G000603,경기 구리시 토평동 956,,,경기,구리시,토평동,"37.5863268701344,127.145572468486",,,,
SP,남양주,51505906.0,62020350.0,시립다산사랑어린이집(GiGAeyes guard),G000605,경기 남양주시 다산1동 경기 남양주시 다산중앙로123번길 47  (메트로아파트 3단지내),,,경기,남양주시,,"37.622901216945,127.147575444675",,,,
SP,남양주,51513727.0,62037135.0,한빛케이블(GiGAeyes guard),G000602,경기 남양주시 별내면 청학리 512번지 한빛케이블,,,경기,남양주시,별내면,"37.7068548374455,127.117045343316",,,,
SP,남양주,51513727.0,62037134.0,한빛케이블(GiGAeyes guard),G000602,경기 남양주시 별내면 청학리 512번지 한빛케이블,,,경기,남양주시,별내면,"37.7068548374455,127.117045343316",,,,
SP,남양주,51881633.0,62820791.0,태영식품(GiGAeyes guard),G000601,경기 남양주시 수동면 송천리 418-9,,,경기,남양주시,수동면,"37.6890226479488,127.326860728819",,,,
SP,남양주,52147610.0,63312613.0,레이크호텔,G000602,경기 남양주시 오남읍 오남리 33-5 (오남오남 호텔레이크),,,경기,남양주시,오남읍,"37.6934470126229,127.221664990475",,,,
SP,남양주,50948564.0,61137726.0,현대병원주차장-뷰,G000602,경기 남양주시 진접읍 장현리 663,,,경기,남양주시,진접읍,"37.7155227716979,127.179730900178",,,,
SP,남양주,51876641.0,62809768.0,진흥공업(얼굴인식기)(GiGAeyes Basic),G000601,경기 남양주시 화도읍 답내리 229번지(얼굴인식기),,,경기,남양주시,화도읍,"37.6599933287236,127.347466253489",,,,
SP,남양주,51276322.0,61569262.0,모란공원(GiGAeyes guard),G000601,경기 남양주시 화도읍 월산리 606-1 사무실,,,경기,남양주시,화도읍,"37.6478304521182,127.32058808022",,,,
SP,남양주,51905644.0,62872533.0,(주)케이아이엔엑스(2층좌측방),G000604,경기 양평군 서종면 도장리 124-29번지 단독주택,,,경기,양평군,서종면,"37.6043406684584,127.38822951868",,,,
SP,남양주,51343285.0,61682583.0,서종메탈하우스(GiGAeyes guard),G000604,경기 양평군 서종면 문호리 790-11번지,,,경기,양평군,서종면,"37.6038760647019,127.349290950211",,,,
SP,남양주,51171431.0,61419782.0,황순원기념사업회OCT),G000604,경기 양평군 서종면 수능리 산74,,,경기,양평군,서종면,"37.5934284628143,127.37748253325",,,,
SP,남양주,51673789.0,62381190.0,위드알유한책임회사,G000604,경기 양평군 서종면수입리 339-7,,,경기,양평군,서종면,"37.6381280549755,127.394688879486",,,,
SP,남양주,51543692.0,62100110.0,양수삼성요양병원(GiGAeyes guard),G000604,경기 양평군 양수리 651-7,,,경기,양평군,,"37.5442013309596,127.319401377682",,,,
SP,남양주,51503586.0,62015341.0,양평군교통약자이동지원(GiGAeyes patrol),G000604,경기 양평군 용문면 다문리 1055번지  용문터미널,,,경기,양평군,용문면,"37.4887031248563,127.599669466995",,,,
SP,남양주,51666508.0,62365592.0,용연네이처힐링팜,G000604,경기 양평군 용문면 화전리  476-3번지,,,경기,양평군,용문면,"37.4605646158575,127.619702106",,,,
SP,고양,50499530.0,60616217.0,마이보성(OCT),G000302,경기 고양시 덕양구 덕은동 9-153,재계약거부,사업장 이전 계획으로 재계약 거부,경기,고양시,덕은동,"37.5969170887703,126.8796732644",재계약거부,,고양-G000302,2026-08-21 11:24:34
SP,고양,51494196.0,61997731.0,고양벽제현대서비스(OCT),G000301,경기 고양시 덕양구 벽제동 441-1번지,,,경기,고양시,벽제동,"37.7211618168312,126.898067800983",,,,
SP,고양,51522046.0,62056216.0,우리핌마트(GiGAeyes guard),G000301,경기 고양시 덕양구 벽제동 509-7 1층 임가네한우마을,,,경기,고양시,벽제동,"37.7216269162626,126.905778634538",,,,
SP,고양,51869806.0,62795815.0,(주)신호등장작구이(GiGAeyes guard),G000302,경기 고양시 덕양구 용두동 432-100,방문상담,월정료 할인 및 노후장비 교체 상담/고객 추후에 연락 주기로 함,경기,고양시,용두동,"37.6258084323085,126.897074303405",방문상담,,고양-G000302,2026-08-21 11:23:52
SP,고양,50666048.0,60807011.0,하이테크(구산동)(OCT),G000308,경기 고양시 일산구 구산동 1240-1,,,경기,고양시,구산동,"37.6786729501063,126.702969078454",,,,
SP,고양,51051618.0,61262358.0,임가네한우마을-풍동점(GiGAeyes guard),G000303,경기 고양시 일산구 풍동 573-9,,,경기,고양시,풍동,"37.6712833089316,126.79069000613",,,,
SP,고양,51051618.0,61262357.0,임가네한우마을-풍동점(GiGAeyes guard),G000303,경기 고양시 일산구 풍동 573-9,,,경기,고양시,풍동,"37.6712833089316,126.79069000613",,,,
SP,고양,52112114.0,63277117.0,디자인허브,G000307,경기 고양시 일산동구 백석동  1129-3 (백석동),,,경기,고양시,일산동,"37.6308761332244,126.792396205785",,,,
SP,고양,51868944.0,62794006.0,주식회사 우주상사,G000303,경기 고양시 일산동구 성석동 1035-83번지 2층,,,경기,고양시,일산동,"37.7085778782068,126.800322961451",,,,
SP,고양,51824790.0,62696866.0,고양시청,G000307,경기 고양시 일산동구 장항동 772,,,경기,고양시,일산동,"37.6608319544773,126.770863989509",,,,
SP,고양,51894871.0,62849453.0,주식회사 주니퍼글로벌 커뮤니티,G000308,경기 고양시 일산동구 중산동 1668-2번지 하이마트 1~3층,,,경기,고양시,일산동,"37.6824672349235,126.778458605532",,,,
SP,고양,51666138.0,62364821.0,오케이정형외과의원(GiGAeyes i-guard),G000303,경기 고양시 일산동구 풍동 1274번지 그린메디피아 2층 201호,,,경기,고양시,일산동,"37.667838191639,126.799851725279",,,,
SP,고양,51885629.0,62828993.0,몬스터개러지(OCT),G000303,경기 고양시 일산동구 풍동 562-33,,,경기,고양시,일산동,"37.6693037635098,126.790382504612",,,,
SP,고양,51290971.0,61590509.0,고양체육관부출입구지상주차장,G000308,경기 고양시 일산서구 대화동 2320번지,,,경기,고양시,대화동,"37.6755354567916,126.742717787801",,,,
SP,고양,50754900.0,60907493.0,자유로마트덕이점(OCT),G000308,경기 고양시 일산서구 덕이동 373-16번지,,,경기,고양시,덕이동,"37.6990158474217,126.75798957489",,,,
SP,고양,51884092.0,62826002.0,파주도시관광공사(GiGAeyes patrol),G000304,경기 파주시 금촌동 965-1 금촌로타리통일시장,,,경기,파주시,금촌동,"37.7581787133096,126.765934480606",,,,
SP,고양,50756279.0,60909202.0,서울주니어스치과(OCT),G000305,경기 파주시 목동동 933-1 신우빌딩2층,,,경기,파주시,목동동,"37.7286781701586,126.736396354514",,,,
SP,고양,51523521.0,62059225.0,DMZ생생누리(한국관광공사)(GiGAeyes i-guard premium),G000304,경기 파주시 문산읍 마정리  1360-50 평화누리 곤돌라 좌측건물,,,경기,파주시,문산읍,"37.8909615186675,126.739896782011",,,,
SP,고양,51489888.0,61988432.0,서쪽하늘,G000304,경기 파주시 문산읍내포리 821-5,,,경기,파주시,문산읍,"37.8459554786175,126.755139571952",,,,
SP,고양,51887511.0,62833228.0,다와농원(GiGAeyes guard),G000309,경기 파주시 적성면 어유지리 320,,,경기,파주시,적성면,"37.9914343064925,126.989592985581",,,,
SP,고양,51193559.0,61452602.0,올랜드아울렛물류센터_1동(OCT),G000309,경기 파주시 조리읍 뇌조리 459-1번지 (현 자산유리부지),,,경기,파주시,조리읍,"37.7653273536307,126.820598183657",,,,
SP,고양,51452093.0,61908460.0,올랜드아울렛-물류창고(CCTV판매),G000309,경기 파주시 조리읍 뇌조리 459-1번지 올랜드아울렛 물류창고,,,경기,파주시,조리읍,"37.7653273536307,126.820598183657",,,,
SP,고양,51673434.0,62380388.0,라임북(OCT),G000304,경기 파주시 파주읍 288 파주읍 파주리 288,,,경기,파주시,파주읍,"37.829099779475,126.797789529891",,,,
SP,고양,51673423.0,62380366.0,라임북창고(OCT),G000304,경기 파주시 파주읍 288 파주읍 파주리 288,,,경기,파주시,파주읍,"37.829099779475,126.797789529891",,,,
SP,고양,51134113.0,61367798.0,삼일강업(OCT),G000304,경기 파주시 파주읍 봉암리 63-35 삼일강업,,,경기,파주시,파주읍,"37.8156100662084,126.805506787125",,,,
SP,고양,51302945.0,61607310.0,(주)태림에프웰 제2공장,G000304,경기 파주시 파평면 금파리 533번지,,,경기,파주시,파평면,"37.9235606303088,126.843463036089",,,,
SP,강북,20488760.0,20488760.0,주하늘교회사무실(OCT),G000103,서울 강북구 미아1동 791-2127,,,서울,강북구,,"37.6214513474521,127.017399917689",,,,
SP,강북,50300674.0,60368909.0,클럽알앤비(CLUB R&B),G000103,서울 강북구 미아동 35-4 트레지오 빌딩 8층,,,서울,강북구,미아동,"37.612056641358,127.030715298309",,,,
SP,강북,50054539.0,60067146.0,엔젤리너스미아삼거리점(OCT),G000103,서울 강북구 미아동 55-58,,,서울,강북구,미아동,"37.6133652681365,127.030943151505",,,,
SP,강북,51530109.0,62073067.0,롯데시네마수유점-13층.14층,G000103,서울 강북구 번동 449-1 11층~14층,,,서울,강북구,번동,"37.6356972549967,127.023816640209",,,,
SP,강북,51528895.0,62070640.0,용신빌딩,G000102,서울 강북구 수유동 230-10,,,서울,강북구,수유동,"37.637146504658,127.024186224945",,,,
SP,강북,51676399.0,62387139.0,몸튼튼바른의원(GiGAeyes i-guard),G000102,서울 강북구 우이동 서울 강북구 삼양로 603 301호 401호,,,서울,강북구,우이동,"37.656880146804,127.013202272003",,,,
SP,강북,50575579.0,60701815.0,주식회사정성마트,G000105,서울 광진구 광장동 571-1번지,,,서울,광진구,광장동,"37.5410537034793,127.096451203438",,,,
SP,강북,51704555.0,62447969.0,레이크홈(GiGAeyes guard),G000105,서울 광진구 자양동 225-51번지,,,서울,광진구,자양동,"37.5391987708738,127.07659007477",,,,
SP,강북,51690754.0,62418064.0,건국대캠퍼스타운사업단,G000105,서울 광진구 자양동 2-3 더라움펜트하우스 3층 건국대캠퍼스타운,,,서울,광진구,자양동,"37.5385008002809,127.069392147697",,,,
SP,강북,51898782.0,62857771.0,(주)유신모자(OCT),G000105,서울 광진구 중곡3동 서울 광진구 동일로 420 (주)유신모자,,,서울,광진구,,"37.567593685864,127.078689415099",,,,
SP,강북,51009063.0,61205237.0,일원금속(OCT),G000101,서울 노원구 상계동 37-1번지,,,서울,노원구,상계동,"37.6731367024896,127.084183925254",,,,
SP,강북,50722185.0,60869992.0,더숲(OCT),G000101,서울 노원구 상계동 727-1(조광빌딩 지하1층),,,서울,노원구,상계동,"37.6541608577762,127.061439766113",,,,
SP,강북,20490347.0,20490347.0,노원문고-본점(OCT),G000101,서울 노원구 상계동 728-3번지 (602동상가 지하1층),,,서울,노원구,상계동,"37.652544084922,127.061535323104",,,,
SP,강북,10846898.0,10846898.0,동일로교회-4층목양실,G000101,서울 노원구 상계동 940,,,서울,노원구,상계동,"37.6710360691276,127.053453868349",,,,
SP,강북,51703120.0,62444768.0,판타스틱코인노래연습장(GiGAeyes guard),G000101,서울 노원구 중계동 364-20번지 그린코아 지하1층 판타스틱코인노래방,방문상담,월정료45%인하 3년 재계약/고객 할인 거부 할인 불가시  해지 ,서울,노원구,중계동,"37.6499890927151,127.077007283163",방문상담,,강북-G000101,2026-08-21 16:45:37
SP,강북,51340229.0,61676685.0,서울동천학교-방범,G000101,서울 노원구 하계동 288-1 서울동천학교,,,서울,노원구,하계동,"37.6446075819338,127.072058758551",,,,
SP,강북,50025138.0,60028906.0,서울문화고등학교(OCT),G000102,서울 도봉구 방학동 723번지(서울문화고등학교),,,서울,도봉구,방학동,"37.6634609088896,127.047080815625",,,,
SP,강북,51180824.0,61433915.0,점보타운오피스텔,G000102,서울 도봉구 창동 10번지 점보빌딩,,,서울,도봉구,창동,"37.6527826596167,127.049911855219",,,,
SP,강북,50087785.0,60107936.0,한양자동차정비(OCT),G000102,서울 도봉구 창동 748-1,,,서울,도봉구,창동,"37.6607265283588,127.043298413873",,,,
SP,강북,51159646.0,61402962.0,임팩트스퀘어(OCT),G000106,서울 성동구 성수동1가 685-54번지  12층,,,서울,성동구,성동,"37.5479048014067,127.043589191656",,,,
SP,강북,51854138.0,62761754.0,(주)한국생활건강(주차장외부)(GiGAeyes guard),G000106,서울 성동구 성수동2가 233-3 한국생활건강 1층,방문상담,내부사정으로 당장은 상담불가하나 재계약 의사 있음,서울,성동구,성동,"37.5366845287252,127.060088589682",방문상담,,강북-G000106,2026-08-21 16:46:47
SP,강북,51854161.0,62761811.0,한국생활건강3층(GiGAeyes guard),G000106,서울 성동구 성수동2가 233-3 한국생활건강 3층,방문상담,내부사정으로 당장은 상담불가하나 재계약 의사 있음,서울,성동구,성동,"37.5366845287252,127.060088589682",방문상담,,강북-G000106,2026-08-21 16:46:59
SP,강북,51854150.0,62761781.0,(주)한국생활건강 4층(GiGAeyes guard),G000106,서울 성동구 성수동2가 233-3 한국생활건강 4층,방문상담,내부사정으로 당장은 상담불가하나 재계약 의사 있음,서울,성동구,성동,"37.5366845287252,127.060088589682",방문상담,,강북-G000106,2026-08-21 16:47:02
SP,강북,51203250.0,61466479.0,바이오다인-확장,G000106,서울 성동구 성수동2가 289-283,,,서울,성동구,성동,"37.5475641767791,127.053161092272",,,,
SP,강북,51151467.0,61391775.0,쏘비트타워(OCT),G000106,서울 성동구 성수동2가 310-63,,,서울,성동구,성동,"37.5428639580216,127.053309268346",,,,
SP,강북,52050665.0,63179957.0,토리든(GiGAeyes guard),G000106,서울 성동구 성수동2가 321-48번지 건물,,,서울,성동구,성동,"37.5418296025192,127.05528621579",,,,
SP,강북,51493068.0,61995277.0,업타운 휘트니스 돌곶이점,G000107,서울 성북구 석관동 242-1번지4층,,,서울,성북구,석관동,"37.6108159782001,127.057666943425",,,,
SP,강북,51912015.0,62886012.0,망우본동마음건강상담소,G000104,서울 중랑구 망우동 207-6 2층 마음건강상담소(망우),,,서울,중랑구,망우동,"37.5999721112654,127.103983093918",,,,
SP,강북,50201487.0,60244065.0,건설하우징(OCT),G000104,서울 중랑구 면목동 1342-8호 2층,,,서울,중랑구,면목동,"37.5750833299029,127.088683501334",,,,
SP,강북,50320774.0,60393692.0,팔팔병원(OCT),G000104,서울 중랑구 면목동 180-1번지,,,서울,중랑구,면목동,"37.5908890972843,127.079708634131",,,,
SP,강북,51695471.0,62428580.0,중랑구립용마청소년독서실(GiGAeyes guard),G000104,서울 중랑구 면목동 50-17 중랑구립 용마청소년 독서실 중랑구립 용마청소년 독서실 (면목동) 4층,,,서울,중랑구,면목동,"37.5869777763113,127.09518562958",,,,
SP,강북,51348806.0,61693253.0,먹골바른신경외과(OCT),G000104,서울 중랑구 묵동 176-15 401호 405호,,,서울,중랑구,묵동,"37.6115733655727,127.078014161721",,,,
SP,강북,50723947.0,60872053.0,진스포츠(NVR가드),G000104,서울 중랑구 상봉동 128-88번지,,,서울,중랑구,상봉동,"37.5943960808054,127.079896150614",,,,
SP,강북,51896417.0,62852979.0,중랑구정신건강복지센터(GiGAeyes i-guard),G000104,서울 중랑구 신내동 665 5층 중랑구정신건강복지센터,,,서울,중랑구,신내동,"37.6062329473849,127.094172675306",,,,
SP,강북,20553750.0,20553750.0,묵동신협영업장(OCT),G000104,서울 중랑구 중화동 284-1번지 1층,,,서울,중랑구,중화동,"37.6040954556695,127.07931797841",,,,
SP,강릉,20481338.0,20481338.0,중부지방고용노동청강릉지청-1층-메인,P000101,강원 강릉시 남문동 175-3,,,강원,강릉시,남문동,"37.7489667981077,128.887606647164",,,,
SP,강릉,50492410.0,60607658.0,삼익비치맨션1,P000101,강원 강릉시 송정동 해안로107,,,강원,강릉시,송정동,"37.7786648159072,128.933189023705",,,,
SP,강릉,51463716.0,61934110.0,에스엘강릉(주)2(GiGAeyes guard),P000102,강원 강릉시 주문진읍 강원 강릉시 주문로 59  507호,방문상담,동일시설입니다 상담결과 내부적 검토중 검토후 회신받기로했습니다,강원,강릉시,주문진읍,"37.8892142453176,128.825436248442",방문상담,,강릉-P000102,2026-08-21 09:08:30
SP,강릉,51463708.0,61934092.0,에스엘강릉(주)1(GiGAeyes guard),P000102,강원 강릉시 주문진읍 강원 강릉시 주문로 59  507호  SL강릉호텔,방문상담,동일시설입니다 상담결과 내부적 검토중 검토후 회신받기로했습니다,강원,강릉시,주문진읍,"37.8892142453176,128.825436248442",방문상담,,강릉-P000102,2026-08-21 09:08:13
SP,강릉,51473447.0,61953806.0,강릉영동대학교-2층,P000101,강원 강릉시 홍제동 1009 강릉영동대학 강릉영동대학교,,,강원,강릉시,홍제동,"37.7465064824094,128.856365576956",,,,
SP,강릉,51481399.0,61970436.0,강릉영동대학교-영상CMS,P000101,강원 강릉시 홍제동 강원 강릉시 공제로 357 강릉영동대학,,,강원,강릉시,홍제동,"37.7474243086302,128.855013043061",,,,
SP,강릉,51051723.0,61262485.0,우성썬파워주식회사 (view-NVR),P000104,강원 동해시 이로동 785,,,강원,동해시,이로동,"37.4997004564109,129.054603052695",,,,
SP,강릉,50564119.0,60688940.0,묵호농협하나로마트-지하1층식당,P000104,강원 동해시 평릉동 동해대로5472,,,강원,동해시,평릉동,"37.5306844849205,129.10524488005",,,,
SP,강릉,51716293.0,62471265.0,삼척시동물보호센터(OCT),P000104,강원 삼척시 미로면 사둔리 사둔리 115,활동중,관공서 년단위 계약 진행시설 2026년초 계약완료,강원,삼척시,미로면,"37.4287293645619,129.110309298188",활동중,,강릉-P000104,2026-08-21 10:21:19
SP,강릉,51077119.0,61294476.0,속초시-반야노인요양원 (view-NVR),P000103,강원 속초시 노학동 455-16 반야요양원,,,강원,속초시,노학동,"38.1842663233217,128.559302161795",,,,
SP,강릉,51562213.0,62137816.0,글로벌심층수(GiGAeyes patrol),P000103,강원 속초시 대포동 535-2 글로벌심층수,,,강원,속초시,대포동,"38.1835938014118,128.602994249598",,,,
SP,강릉,51317131.0,61633745.0,글로벌심층수제2공장(GiGAeyes guard),P000103,강원 속초시 대포동 986-2 글로벌심층수 제2공장,,,강원,속초시,대포동,"38.1745457771977,128.600064332858",,,,
SP,강릉,50753315.0,60905709.0,마레몬스(OCT),P000103,강원 속초시 대포동 동해대로3705,,,강원,속초시,대포동,"38.1669211420955,128.606516643791",,,,
SP,강릉,51494641.0,61998623.0,더샵-속초(GiGAeyes guard),P000103,강원 속초시 영랑동 강원 속초시 장사항해안길 21,,,강원,속초시,영랑동,"38.2235254792982,128.589303322827",,,,
SP,강릉,20219794.0,20219794.0,속초청해학교(메인)23층,P000103,강원 속초시 장사동 405-5,,,강원,속초시,장사동,"38.2188561824994,128.560215655245",,,,
SP,강릉,50604531.0,60736388.0,팜파스리조트-속초 (kt view),P000103,강원 속초시 조양동 1401,,,강원,속초시,조양동,"38.1890989509855,128.600816793141",,,,
SP,강릉,51492733.0,61994481.0,기독교대한감리회-조양교회(GiGAeyes guard),P000103,강원 속초시 청호동 강원 속초시 동해대로 3910,,,강원,속초시,청호동,"38.1838438791106,128.602538197044",,,,
SP,강릉,51751078.0,62540143.0,대한불교조계종-낙산사(GiGAeyes patrol_self),P000103,강원 양양군 강현면 전진리 57-1 대한본교 조계종-낙산사(지농협),방문상담,"시청 승인득하고 진행대상, 재방문 예정",강원,양양군,강현면,"38.1264167541578,128.62852040205",방문상담,,관리자,2026-08-10 14:57:39
SP,강릉,51864403.0,62784306.0,양양군농업기술센터-식물원,P000103,강원 양양군 손양면 송현리 278 양양군농업기술센터 내,,,강원,양양군,손양면,"38.075433844751,128.633719239343",,,,
SP,강릉,51304642.0,61609923.0,사단법인한국교과서협회(GIGAeyes view),P000103,강원 양양군 현북면 중광정리 75-1 사)한국검인정교과서협회-양양연수원,,,강원,양양군,현북면,"38.0238193932948,128.712198114915",,,,
